asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
HBAR,SUCCESS,binance,1H,2024-01-25,2026-01-23,17520,42,,1.5,2.75,5.5,10.0,9,22,11,15,52,2.2495265642688045,17.424790402295763,360,-2.2112381060754203,-5.116471800023248,117,2.3176024372774524,5.444081596008132,114,-2.3055697769201244,1.4933228750574028,1.0302623112302636,0.012,
ALGO,FAIL,binance,1H,2024-01-25,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,5.0,7.0,10.0,6,26,9,30,52,4.169441688040777,14.727727695364855,180,-1.1264586426131207,-1.5823558572412355,70,0.7216379282771033,0.8607697391610714,63,-2.0342749153319573,1.1848560343256875,0.17307783206249883,0.09,
TON,SUCCESS,binance,1H,2024-08-08,2026-01-24,12807,42,,2.75,2.0,7.5,9.0,20,35,10,23,52,2.171865392117632,7.19946592541052,204,-5.91325591106855,-7.997278053751112,87,2.5400679911677684,2.4328655893227857,69,-1.2472555998482737,1.8706494987987832,1.169532881911769,0.034,
MKR,FAIL,binance,1H,2024-01-25,2025-09-15,14378,42,OOS_SHARPE<1.0; WFE<0.6; TRADES<50; OVERFIT,4.75,5.0,7.5,8.0,9,22,10,29,52,3.4743568926773896,12.098740069826274,177,-1.6856593715846555,-2.1693045918621867,61,-0.08372695789408165,-0.09854094303564098,39,-1.0243477999679174,0.9724495871195614,-0.024098548445194542,0.628,
TIA,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,5.0,2.5,9.0,9.5,13,38,12,18,52,3.7864081800263913,11.402510273126953,225,0.5250573924277748,0.6362091069667786,90,5.1571414669337745,3.9437472318779365,75,-0.5100001661689668,4.588024801643952,1.3620141362830642,0.0,
CRV,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,2.0,4.25,5.5,6.0,12,38,11,17,52,1.155245225624531,8.796493995428744,358,-3.801814346362172,-8.034778640870922,108,1.0130106895612851,2.6073939599268847,111,-2.0781778191818923,1.2143075170661277,0.8768793560809973,0.098,
CAKE,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,2.25,3.75,9.0,10.0,19,40,8,22,52,3.0407299845471556,22.318533162617026,270,0.5609427163324611,1.0928518055253411,90,2.460669628746496,4.853847589015947,90,-2.1353343013893245,1.6829972568001035,0.8092364798096185,0.066,
RUNE,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,1.5,4.75,8.0,10.0,5,38,14,15,52,3.9497107970612246,37.03735414575971,285,1.1444195047857926,3.063349575381591,108,2.4221340117101176,8.230073071631061,102,-3.5519029022532456,1.6763974221152274,0.6132433831642312,0.006,
INJ,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,3.5,5.0,7.5,8,24,8,18,52,2.9587681235977747,14.726938761671015,273,2.1933088599348634,4.213095218451368,132,0.5458442706488917,0.9397189066256972,114,-3.982880424394142,1.0997006600100838,0.18448362556548067,0.072,
AAVE,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,5.0,8.0,10.0,19,20,9,17,52,4.564298470021485,15.732592680161206,171,-1.4034340269712766,-1.7351909103293317,55,-0.6824862009644526,-0.9984831286697582,78,-2.296051585386394,0.8613777493387604,-0.14952707528814171,0.322,
SUSHI,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,3.75,3.25,6.0,8.5,7,32,10,19,52,3.0328197072479437,12.091529999119555,255,3.684374970516039,4.875989659649926,90,1.895570119841676,2.9623066050138647,105,-3.2888130153250317,1.4370528708265284,0.6250190590992181,0.018,
SEI,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,2.0,5.5,9.0,5,30,8,27,52,3.865236759293905,10.84445705860868,258,1.4472796851575465,1.8095056799988685,108,0.35134222901993917,0.3606687062263081,78,-2.42908775045243,1.0864233649329469,0.09089798397863777,0.074,
FLOKI,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,3.25,5.5,6.5,5,32,10,29,52,3.3407109507414634,16.893994866117712,288,-1.0485401084266512,-2.0832023920160148,120,-1.7145590567021196,-3.0135042839567694,96,-5.823265910238651,0.7108671221399359,-0.513231788677071,0.616,
ILV,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,WFE<0.6; OVERFIT,2.0,2.75,8.5,10.0,8,40,9,21,52,3.572384103384242,23.90477519958718,333,2.4449888730380156,5.927588603810463,126,1.9062864221244555,3.920311514113517,85,-2.124416508128124,1.5585294564448038,0.5336174294131936,0.026,
MANA,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.5,3.25,8.5,9.0,8,25,8,25,52,2.180397262578712,19.79697145665089,345,-0.26214930827583616,-0.9475397188691947,141,0.22623533947226693,0.5808097507215226,129,-4.378041786431163,1.0346224215225095,0.10375877064012773,0.268,
RONIN,FAIL,binance,1H,2024-02-05,2026-01-24,17244,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.5,1.75,6.0,8.5,6,22,8,19,52,3.1769780127105642,18.036857848971998,306,-0.14849163938273252,-0.3500532392379352,126,-0.9590292657834808,-1.9110982084643013,99,-4.6247814348651435,0.8101355839572769,-0.30186839882006206,0.126,
WIF,FAIL,binance,1H,2024-03-05,2026-01-24,16547,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.75,3.25,5.0,10.0,16,20,16,30,52,5.517086868558001,17.999331394492234,219,0.4024308218321445,0.5393813607117437,102,0.8627147755412167,1.0949991489773936,80,-1.5434758595477938,1.1940564543825578,0.15637143226035594,0.096,
ENJ,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.25,2.25,7.5,9.0,16,39,8,27,52,3.5309695650209454,19.096348614890445,324,-2.3107213746364197,-4.391444448812887,126,-1.959178827663257,-3.858389207041002,132,-5.304973841335292,0.6891001093036764,-0.5548557673992965,0.646,
SAND,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,WFE<0.6; OVERFIT,1.75,4.75,6.5,10.0,11,34,15,28,52,2.717109118329012,21.240511423817154,306,-1.9249163446985715,-5.305114307542569,132,1.3373755376570484,3.4944901940593187,99,-3.1978465667201528,1.3081207570525784,0.49220531064998874,0.098,
GALA,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.5,5.5,10.0,17,37,14,20,52,2.7076328137644445,10.98667768962791,225,0.9736651307832367,1.3198086399549114,75,-0.5827260523935777,-0.8112479079593449,66,-3.0447785426667595,0.8685163568092897,-0.21521605493597515,0.288,
PEPE,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,WFE<0.6; OVERFIT,2.75,1.75,4.0,5.5,5,34,15,27,52,2.9003450582354766,11.888776407158087,381,0.38419283807157684,0.4955112398995931,114,1.40360731763914,1.9075883851689568,105,-1.9263607927641702,1.3297929177588725,0.48394494084544276,0.064,
AXS,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,WFE<0.6; OVERFIT,3.5,2.0,4.5,5.5,7,21,12,20,52,4.206036762784814,14.485734749138945,324,2.9302067447756306,3.94504394629549,138,1.686943191150474,2.106938957784865,117,-1.2575827715652466,1.39960661401472,0.4010766634463628,0.384,
RENDER,FAIL,binance,1H,2024-07-26,2026-01-24,13121,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.0,4.0,7.0,10.0,20,29,14,27,52,4.244971967097475,11.678768800207195,138,-1.4235681883189433,-1.6129948509461256,69,-0.39420506914068026,-0.44828849118728753,56,-2.060632078936808,0.9126977611491732,-0.0928639982068528,0.448,
STRK,FAIL,binance,1H,2024-02-20,2026-01-24,16884,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,1.5,3.0,4.5,19,31,11,30,52,4.42958144990773,7.5067841672063595,234,-1.2570732543549235,-1.32042477039509,105,0.997201460656561,0.8494382152525182,99,-1.0221912895481022,1.2732458649759164,0.22512317968040368,0.238,
VET,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,WFE<0.6; OVERFIT,2.5,4.75,9.0,10.0,5,35,10,26,52,3.250174182397801,20.120030907825704,225,0.07943404316441946,0.11729560684499152,114,1.7311273847197506,3.286544356409715,75,-1.9296055742163087,1.4455210646228394,0.5326260340430798,0.004,
CFX,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.25,3.5,9.5,10.0,17,39,11,30,52,3.679299586400443,19.107717190501617,250,-0.6743819339267632,-1.156519187945182,94,-1.7614318231035628,-3.0393667862399387,91,-4.522135008997063,0.6580652604375353,-0.47874107061415416,0.474,
GRT,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.75,8.5,10.0,6,21,11,21,52,3.2580993920819545,13.534276701194802,201,0.21684068226274872,0.2862531873227381,75,-0.98139777238863,-1.483623742844975,78,-3.3407557725556924,0.7957360294296764,-0.30121787406906214,0.258,
ROSE,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,WFE<0.6; OVERFIT,4.75,2.0,8.0,10.0,12,23,15,30,52,2.1527291867943124,6.364748207963289,258,1.472036709091127,1.3813389194165415,90,1.1839046640351456,1.4331668798725827,90,-1.277618437464989,1.3091279038793806,0.5499552248827593,0.23,
EGLD,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,5.0,1.75,4.0,5.5,5,28,8,19,52,3.073678151049541,7.52435380320311,306,0.6540227062904687,0.6403539014752324,120,2.0362859558929713,1.7047727244601019,90,-1.0180166131415924,1.6426097955384331,0.6624915999086174,0.012,
THETA,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,WFE<0.6; OVERFIT,2.0,2.5,9.0,9.5,14,35,14,17,52,2.5011157199842127,17.259105606486603,339,-1.2097276991798225,-3.122605519628685,150,1.3101073003358172,2.6467074729824347,99,-3.927666449228029,1.3495207504894184,0.5238091503995213,0.026,
KAVA,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,2.75,5.5,7.0,10,37,11,27,52,3.1460903492302403,21.120136261051204,345,-0.758924763175554,-1.8231250533125576,132,0.4224862278232518,0.919601445964191,102,-2.773033001404779,1.08417012100945,0.13428928636033047,0.026,
FIL,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,2.0,5.5,8.5,8,36,9,21,52,3.6650890519370143,9.612099295939691,276,-0.8180065995784807,-0.9618451779960346,117,-0.3000691256293613,-0.27641967997887873,56,-2.7763776466965595,0.9114940323977604,-0.08187226050367685,0.442,
ETH,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,3.0,5.0,6.0,10.0,13,32,8,18,52,2.8963552388073555,16.84773803614903,270,-0.5525440527069955,-1.2426016487630531,111,3.2273175033373787,5.404968771467811,72,-1.680826464024865,2.0053655384668967,1.1142685331189917,0.0,
ETH,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,3.0,5.0,6.0,10.0,13,32,8,18,52,2.8963554840857197,16.84773969835478,270,-0.5525440530902842,-1.2426016496426384,111,3.2273175013130775,5.404968765465945,72,-1.6808264641197002,2.0053655373504364,1.1142684380580552,0.002,
JOE,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,3.25,5.0,7.0,9.5,13,23,14,24,52,3.6388303678268596,20.03976566079846,270,2.625069474565753,4.474454399626815,90,2.6541652765218764,4.6558773321977,78,-1.4952041233722069,1.7440236392672606,0.729400661264396,0.002,
JOE,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,3.25,5.0,7.0,9.5,13,23,14,24,52,3.6388303678268596,20.03976566079846,270,2.625069474565753,4.474454399626815,90,2.6541652765218764,4.6558773321977,78,-1.4952041233722069,1.7440236392672606,0.729400661264396,0.002,
ANKR,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,2.75,3.25,6.5,10.0,8,39,8,16,52,4.053587491611531,19.517193728332337,255,1.6893607559073058,2.944016516646797,111,3.4752741710762396,5.776701589943722,87,-1.2137559840553647,2.0705567665735685,0.8573329620411426,0.0,
ANKR,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,2.75,3.25,6.5,10.0,8,39,8,16,52,4.053587491611531,19.517193728332337,255,1.6893607559073058,2.944016516646797,111,3.4752741710762396,5.776701589943722,87,-1.2137559840553647,2.0705567665735685,0.8573329620411426,0.0,
DOGE,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,2.5,3.5,5.5,10.0,14,26,14,22,52,2.589093595836183,14.855352553476674,300,-0.8192203757186514,-1.5949572526023803,114,3.880022153779552,7.392081471625533,99,-1.5237349516278087,1.9975939067104294,1.4986025070779436,0.002,
DOGE,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,2.5,3.5,5.5,10.0,14,26,14,22,52,2.5890938692940133,14.855354303291435,300,-0.8192203682031852,-1.594957236748673,114,3.8800236244348776,7.392085226651979,99,-1.5237348966430808,1.9975944134679773,1.498602916816172,0.002,
DOT,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,2.75,5.0,8.5,10.0,10,40,16,28,52,2.3708177269686717,14.310100351342125,252,-0.938183547538046,-1.7447830135282172,81,4.061642080247491,9.08520215442259,81,-1.625612547367028,2.5617233816994607,1.7131819262380446,0.0,
DOT,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,2.75,5.0,8.5,10.0,10,40,16,28,52,2.3708177269686717,14.310100351342125,252,-0.938183547538046,-1.7447830135282172,81,4.061642080247491,9.08520215442259,81,-1.625612547367028,2.5617233816994607,1.7131819262380446,0.0,
NEAR,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,4.5,2.25,7.5,10.0,5,40,8,25,52,2.516309383475417,8.644270573488754,282,0.06732486896698937,0.06161169415339618,96,4.25691641435763,4.536999453961799,87,-1.3946345600762466,2.71314316034114,1.6917301355361012,0.0,
NEAR,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,4.5,2.25,7.5,10.0,5,40,8,25,52,2.516309383475417,8.644270573488754,282,0.06732486896698937,0.06161169415339618,96,4.25691641435763,4.536999453961799,87,-1.3946345600762466,2.71314316034114,1.6917301355361012,0.0,
SHIB,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,1.5,4.75,6.0,9.5,16,25,13,19,52,2.4932854935744655,21.52427881465333,312,-0.03580762877425837,-0.21716238432057944,129,5.666534501042597,17.21186594056565,93,-1.5865941283752738,3.086946502471242,2.2727178719188093,0.0,
SHIB,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,1.5,4.75,6.0,9.5,16,25,13,19,52,2.4932850396639026,21.524274184991164,312,-0.03580762877425837,-0.21716238432057944,129,5.6665342697599135,17.21186470330387,93,-1.5865941471843392,3.086946352452692,2.2727181929121785,0.0,
ETH,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,3.0,5.0,6.0,10.0,13,32,8,18,52,3.040418255184089,17.559708725161283,267,-0.3583403340166896,-0.8345540525135031,112,3.227317502764543,5.404968769769458,72,-1.680826464051688,2.005365538150971,1.0614715581521654,0.006,
ETH,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,3.0,5.0,6.0,10.0,13,32,8,18,52,3.040418255184089,17.559708725161283,267,-0.3583403340166896,-0.8345540525135031,112,3.227317502764543,5.404968769769458,72,-1.680826464051688,2.005365538150971,1.0614715581521654,0.004,
JOE,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,3.25,5.0,7.0,9.5,13,23,14,24,52,3.6388303927542682,20.03976583693392,270,2.625069487885169,4.474454427240615,90,2.654165287444773,4.6558773553667,78,-1.4952041230374413,1.7440236429730813,0.7294006592694771,0.0,
JOE,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,3.25,5.0,7.0,9.5,13,23,14,24,52,3.6388303927542682,20.03976583693392,270,2.625069487885169,4.474454427240615,90,2.654165287444773,4.6558773553667,78,-1.4952041230374413,1.7440236429730813,0.7294006592694771,0.0,
ANKR,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,2.75,3.25,6.5,10.0,8,39,8,16,52,4.053589278337999,19.517204755209328,255,1.6893618191715916,2.9440185772888317,111,3.4752743297408557,5.776701936264361,87,-1.2137559800928122,2.0705568307959163,0.8573326232907699,0.0,
ANKR,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,2.75,3.25,6.5,10.0,8,39,8,16,52,4.053588249858494,19.51719840788457,255,1.6893612477121014,2.9440174697809685,111,3.4752738739124487,5.776700941318058,87,-1.2137559914768503,2.070556646291209,0.8573327283632634,0.0,
DOGE,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,2.5,3.5,5.5,10.0,14,26,10,16,52,2.4964762404255327,14.344133816312944,303,-0.5529832676834183,-1.074770404751979,111,3.8800221748630794,7.392081525458116,99,-1.5237349508395615,1.997593913975377,1.5541995201210954,0.0,
DOGE,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,2.5,3.5,5.5,10.0,14,26,10,16,52,2.4964762404255327,14.344133816312944,303,-0.5529832676834183,-1.074770404751979,111,3.8800221748630794,7.392081525458116,99,-1.5237349508395615,1.997593913975377,1.5541995201210954,0.0,
DOT,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,2.5,4.5,8.5,10.0,6,40,16,26,52,2.777379078033433,17.324052448466798,270,-0.3111206463765806,-0.617859212133498,85,4.821749439518922,10.603783434743486,87,-1.4109111165128252,2.976034250615865,1.736078980955325,0.0,
DOT,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,2.5,4.5,8.5,10.0,6,40,16,26,52,2.777379078033433,17.324052448466798,270,-0.3111206463765806,-0.617859212133498,85,4.821749439518922,10.603783434743486,87,-1.4109111165128252,2.976034250615865,1.736078980955325,0.0,
NEAR,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,4.5,2.25,7.5,10.0,5,40,8,25,52,2.5163089456398424,8.644268852412274,282,0.0673248661987694,0.061611690893159654,96,4.256916005171675,4.53699886438661,87,-1.3946345680873828,2.713142937686752,1.691730267282118,0.0,
NEAR,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,4.5,2.25,7.5,10.0,5,40,8,25,52,2.5163089456398424,8.644268852412274,282,0.0673248661987694,0.061611690893159654,96,4.256916005171675,4.53699886438661,87,-1.3946345680873828,2.713142937686752,1.691730267282118,0.0,
SHIB,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,1.5,4.5,6.5,10.0,16,25,14,18,52,2.388570881259828,19.592476098756183,309,-0.058064961721630615,-0.2754957691787463,129,5.020389087071844,15.69283871815037,105,-2.0058478702840055,2.5751387394537772,2.101838018063709,0.0,
SHIB,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,1.5,4.5,6.5,10.0,16,25,14,18,52,2.388570881259828,19.592476098756183,309,-0.058064961721630615,-0.2754957691787463,129,5.020389087071844,15.69283871815037,105,-2.0058478702840055,2.5751387394537772,2.101838018063709,0.0,
HBAR,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,1.5,2.75,5.5,10.0,9,22,11,15,52,2.249526525286075,17.424790166070903,360,-2.21123810845476,-5.116471807061684,117,2.3176028146919534,5.444082632509106,114,-2.3055697533866604,1.4933229689814878,1.0302624968590761,0.012,
HBAR,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,1.5,2.75,5.5,10.0,9,22,11,15,52,2.249526525286075,17.424790166070903,360,-2.21123810845476,-5.116471807061684,117,2.3176028146919534,5.444082632509106,114,-2.3055697533866604,1.4933229689814878,1.0302624968590761,0.012,
HBAR,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,1.5,2.75,5.5,10.0,9,22,11,15,52,2.249526525286075,17.424790166070903,360,-2.21123810845476,-5.116471807061684,117,2.3176028146919534,5.444082632509106,114,-2.3055697533866604,1.4933229689814878,1.0302624968590761,0.012,
HBAR,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,1.5,2.75,5.5,10.0,9,22,11,15,52,2.249526525286075,17.424790166070903,360,-2.21123810845476,-5.116471807061684,117,2.3176028146919534,5.444082632509106,114,-2.3055697533866604,1.4933229689814878,1.0302624968590761,0.012,
CRV,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,2.0,4.25,5.5,6.0,12,38,8,15,52,1.155259039426889,8.796166481301837,358,-3.8010475003007254,-8.03223579024107,108,1.2250160650057842,3.148264069826223,108,-2.0781778164938203,1.27080139718472,1.06038215084082,0.054,
CRV,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,2.0,4.25,5.5,6.0,12,38,8,15,52,1.155259039426889,8.796166481301837,358,-3.8010475003007254,-8.03223579024107,108,1.2250160650057842,3.148264069826223,108,-2.0781778164938203,1.27080139718472,1.06038215084082,0.054,
SUSHI,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,WFE<0.6; OVERFIT,4.75,3.25,6.5,10.0,6,40,10,19,52,3.8549251622308893,12.783713457779179,234,2.6818181636616525,2.53203529594761,63,1.5652477765262724,1.9632810990803051,96,-2.1856178634953705,1.3783974175394305,0.40603843412110385,0.022,
SUSHI,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,WFE<0.6; OVERFIT,4.75,3.25,6.5,10.0,6,40,10,19,52,3.8549251622308893,12.783713457779179,234,2.6818181636616525,2.53203529594761,63,1.5652477765262724,1.9632810990803051,96,-2.1856178634953705,1.3783974175394305,0.40603843412110385,0.022,
RUNE,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,1.5,4.75,8.0,10.0,5,38,14,15,52,3.9497106978834644,37.037352761576734,285,1.1444195012830514,3.0633495645931097,108,2.4221338280318965,8.230072319743398,102,-3.5519029265474233,1.6763973603205058,0.6132433520586326,0.004,
RUNE,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,1.5,4.75,8.0,10.0,5,38,14,15,52,3.9497106978834644,37.037352761576734,285,1.1444195012830514,3.0633495645931097,108,2.4221338280318965,8.230072319743398,102,-3.5519029265474233,1.6763973603205058,0.6132433520586326,0.004,
TIA,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,5.0,2.5,9.0,9.5,13,38,12,18,52,3.786408009250461,11.402509601832044,225,0.5250573911715833,0.6362091053648378,90,5.157141046850353,3.9437466369157015,75,-0.5100001694463452,4.588024259475175,1.362014086768012,0.0,
TIA,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,5.0,2.5,9.0,9.5,13,38,12,18,52,3.786408009250461,11.402509601832044,225,0.5250573911715833,0.6362091053648378,90,5.157141046850353,3.9437466369157015,75,-0.5100001694463452,4.588024259475175,1.362014086768012,0.0,
CAKE,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,2.25,3.75,9.0,10.0,19,40,8,22,52,3.040729871575931,22.318532168339434,270,0.5609427107384157,1.0928517939340576,90,2.460667616853086,4.853843302360428,90,-2.135334387996679,1.6829964466089344,0.8092358482267239,0.052,
CAKE,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,2.25,3.75,9.0,10.0,19,40,8,22,52,3.040729871575931,22.318532168339434,270,0.5609427107384157,1.0928517939340576,90,2.460667616853086,4.853843302360428,90,-2.135334387996679,1.6829964466089344,0.8092358482267239,0.052,
TON,SUCCESS,binance,1H,2024-08-08,2026-01-24,12817,42,,2.75,2.0,9.0,10.0,20,35,9,22,52,2.2395601389852757,7.93680123057634,204,-4.437388852801987,-5.9341608897888865,78,2.716515818241527,2.787410945916924,69,-1.2458065205726787,1.9975306110645326,1.2129684624018875,0.024,
TON,SUCCESS,binance,1H,2024-08-08,2026-01-24,12817,42,,2.75,2.0,9.0,10.0,20,35,9,22,52,2.2395601389852757,7.93680123057634,204,-4.437388852801987,-5.9341608897888865,78,2.716515818241527,2.787410945916924,69,-1.2458065205726787,1.9975306110645326,1.2129684624018875,0.024,
CRV,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,2.0,4.25,5.5,6.0,12,38,8,15,52,1.155259101036915,8.79616698027954,358,-3.8010473073755797,-8.03223513540372,108,1.2250159207166347,3.148263679340557,108,-2.0781778244747917,1.2708013588771858,1.0603819693929342,0.046,
CRV,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,2.0,4.25,5.5,6.0,12,38,8,15,52,1.155259101036915,8.79616698027954,358,-3.8010473073755797,-8.03223513540372,108,1.2250159207166347,3.148263679340557,108,-2.0781778244747917,1.2708013588771858,1.0603819693929342,0.046,
SUSHI,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,WFE<0.6; OVERFIT,4.75,3.25,6.5,10.0,6,40,10,19,52,3.854924294413186,12.783709788618935,234,2.681818161794592,2.5320352937445056,63,1.5652476032833271,1.9632808643579747,96,-2.185617868790768,1.3783973722857232,0.40603848058748876,0.014,
SUSHI,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,WFE<0.6; OVERFIT,4.75,3.25,6.5,10.0,6,40,10,19,52,3.854924294413186,12.783709788618935,234,2.681818161794592,2.5320352937445056,63,1.5652476032833271,1.9632808643579747,96,-2.185617868790768,1.3783973722857232,0.40603848058748876,0.014,
RUNE,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,1.5,4.75,8.0,10.0,5,38,14,15,52,3.949710879198641,37.037355292118605,285,1.1444194990821652,3.0633495578143544,108,2.4221332948556498,8.230070137184686,102,-3.5519029970678906,1.676397180944498,0.6132431889159132,0.006,
RUNE,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,1.5,4.75,8.0,10.0,5,38,14,15,52,3.949710879198641,37.037355292118605,285,1.1444194990821652,3.0633495578143544,108,2.4221332948556498,8.230070137184686,102,-3.5519029970678906,1.676397180944498,0.6132431889159132,0.006,
TIA,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,5.0,2.5,9.0,9.5,13,38,12,18,52,3.786408163909095,11.402510209772366,225,0.5250573897923444,0.636209103605978,90,5.157140789485458,3.943746272411608,75,-0.5100001714542501,4.588023927315067,1.3620139631648207,0.0,
TIA,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,5.0,2.5,9.0,9.5,13,38,12,18,52,3.786408163909095,11.402510209772366,225,0.5250573897923444,0.636209103605978,90,5.157140789485458,3.943746272411608,75,-0.5100001714542501,4.588023927315067,1.3620139631648207,0.0,
CAKE,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,2.25,3.75,9.0,10.0,19,40,8,22,52,3.0407297626263783,22.318531209457237,270,0.5609427148637142,1.09285180248202,90,2.4606699907039586,4.853848360223689,90,-2.135334285807877,1.682997402560822,0.8092366579062906,0.042,
CAKE,SUCCESS,binance,1H,2024-01-25,2026-01-24,17520,42,,2.25,3.75,9.0,10.0,19,40,8,22,52,3.0407297626263783,22.318531209457237,270,0.5609427148637142,1.09285180248202,90,2.460666703724252,4.853841356797162,90,-2.135334427304736,1.682996078891662,0.80923557692246,0.062,
